,state,create_to_launch_day,launch_to_deadline_day,year,staff_pick
58372,successful,1,30,2016,False
58373,successful,21,15,2015,False
58374,successful,7,27,2020,False
58375,successful,80,33,2017,True
58376,successful,34,41,2020,True
58377,successful,27,35,2020,False
58378,successful,118,27,2018,False
58379,successful,67,16,2019,False
58380,successful,7,51,2020,False
58381,failed,57,35,2017,True
58382,failed,16,30,2016,False
58383,successful,5,30,2014,False
58384,successful,2,30,2020,False
58385,successful,4,29,2015,False
58386,successful,0,30,2016,False
58387,failed,0,30,2017,False
58388,successful,6,30,2013,False
58389,failed,62,30,2015,False
58391,successful,2,30,2014,True
58392,successful,1,30,2020,False
58393,failed,429,45,2019,False
58394,successful,65,28,2013,True
58395,failed,68,60,2018,False
58396,successful,20,33,2014,False
58397,successful,0,30,2015,False
58398,failed,0,51,2019,False
58399,successful,5,32,2017,False
58400,successful,239,11,2018,False
58401,successful,2,8,2018,False
58402,successful,0,30,2019,False
58403,failed,26,30,2015,False
58404,failed,1,33,2015,False
58405,failed,0,60,2015,False
58406,failed,1,30,2015,False
58408,failed,29,30,2018,False
58409,failed,50,40,2017,False
58410,failed,0,55,2020,False
58411,successful,10,30,2019,False
58412,failed,24,30,2020,False
58413,successful,13,14,2020,False
58414,successful,1,30,2016,False
58415,failed,55,32,2018,False
58416,successful,20,45,2014,False
58417,successful,20,36,2018,False
58418,failed,34,60,2019,False
58420,failed,30,30,2015,False
58421,failed,94,30,2020,False
58423,successful,56,10,2020,False
58424,successful,0,5,2014,False
58425,failed,3,45,2014,False
58426,failed,1,30,2014,False
58427,failed,1,60,2016,False
58428,failed,24,30,2011,False
58429,successful,25,30,2017,False
58430,successful,63,21,2020,False
58431,successful,205,23,2013,False
58432,failed,55,30,2013,False
58434,failed,16,60,2016,False
58435,successful,8,25,2016,False
58436,failed,8,28,2019,False
58437,successful,10,40,2011,False
58438,failed,171,14,2015,False
58439,failed,5,30,2019,False
58440,successful,6,30,2019,True
58441,successful,12,55,2019,False
58443,successful,84,30,2018,True
58444,successful,23,22,2020,False
58446,failed,11,30,2017,False
58447,successful,2,30,2016,True
58448,failed,91,30,2015,True
58450,successful,7,20,2017,False
58451,successful,6,45,2016,False
58452,successful,224,29,2017,False
58453,successful,23,30,2012,False
58454,successful,3,30,2015,False
58456,successful,0,29,2020,False
58457,successful,4,30,2018,False
58459,successful,131,20,2013,True
58460,successful,83,30,2017,False
58461,failed,34,30,2019,False
58462,failed,54,29,2015,False
58463,successful,8,22,2018,False
58466,successful,14,33,2014,False
58467,failed,14,30,2012,False
58468,successful,20,30,2018,True
58469,failed,5,30,2018,False
58470,failed,7,59,2014,False
58471,successful,33,32,2014,True
58472,successful,7,25,2015,False
58473,failed,2,36,2016,False
58474,successful,18,30,2016,False
58475,successful,11,45,2014,False
58476,successful,8,30,2020,True
58477,successful,28,30,2017,False
58478,successful,111,32,2013,False
58479,failed,3,30,2014,False
58480,successful,0,21,2012,False
58481,successful,0,30,2019,False
58482,successful,28,30,2013,False
58483,failed,9,30,2014,True
58484,successful,67,22,2017,False
58485,failed,3,30,2014,False
58486,successful,5,55,2018,False
58487,successful,13,35,2017,False
58488,failed,5,30,2015,False
58489,successful,10,20,2020,False
58490,failed,5,30,2012,False
58491,failed,0,45,2015,False
58492,successful,44,43,2016,False
58493,failed,6,30,2012,False
58494,successful,4,30,2014,False
58495,successful,483,20,2016,False
58496,successful,65,60,2017,True
58497,successful,5,30,2016,False
58498,failed,0,30,2015,False
58499,successful,49,23,2013,False
58500,successful,1,32,2016,False
58501,failed,7,28,2013,False
58502,successful,27,28,2017,False
58503,successful,6,30,2016,False
58504,successful,13,30,2019,False
58505,successful,126,40,2011,False
58506,successful,156,30,2018,False
58507,successful,1,24,2020,False
58508,successful,0,32,2020,True
58510,successful,41,19,2017,False
58511,successful,25,32,2020,False
58512,failed,28,29,2015,False
58513,successful,9,29,2020,False
58515,successful,4,30,2013,False
58516,failed,25,30,2018,False
58517,successful,17,35,2019,False
58518,successful,48,30,2011,False
58519,successful,18,30,2019,False
58520,failed,2,60,2018,False
58521,successful,11,7,2018,False
58522,successful,24,21,2020,False
58523,failed,0,20,2018,False
58524,successful,110,30,2013,False
58525,successful,9,60,2018,False
58526,failed,146,30,2015,False
58527,successful,58,30,2013,False
58528,successful,5,15,2013,False
58529,successful,4,9,2015,False
58530,failed,280,30,2014,False
58531,failed,5,30,2016,False
58532,successful,10,28,2013,False
58533,successful,16,20,2013,False
58534,successful,43,40,2017,True
58535,successful,113,31,2016,True
58536,failed,27,29,2020,False
58537,successful,6,31,2017,False
58538,successful,15,45,2013,False
58539,failed,0,30,2016,False
58540,successful,4,30,2019,False
58541,failed,6,30,2014,False
58542,failed,465,30,2020,False
58543,successful,15,21,2018,False
58544,failed,57,30,2014,False
58545,successful,23,20,2020,False
58546,successful,6,31,2012,True
58547,successful,7,59,2019,True
58549,successful,0,30,2018,False
58550,successful,13,30,2020,True
58551,failed,329,60,2012,False
58552,failed,3,40,2012,False
58554,successful,87,23,2016,False
58555,successful,40,30,2014,False
58556,failed,6,9,2013,False
58557,successful,9,17,2018,False
58558,failed,0,30,2016,False
58559,successful,12,30,2014,False
58560,successful,1,60,2016,False
58561,successful,207,45,2019,False
58562,successful,6,42,2013,True
58563,successful,35,30,2014,True
58564,successful,217,29,2014,False
58565,successful,27,45,2012,True
58566,successful,1,30,2019,False
58567,successful,10,33,2019,False
58568,successful,18,63,2011,False
58569,successful,30,30,2020,False
58570,failed,5,9,2012,False
58571,successful,6,10,2019,False
58572,failed,11,44,2017,False
58573,successful,562,45,2017,False
58574,successful,1204,30,2018,True
58575,successful,5,30,2018,False
58576,successful,0,20,2014,False
58577,successful,3,45,2019,False
58578,failed,184,44,2015,False
58579,failed,1,30,2017,False
58580,failed,0,29,2017,False
58581,failed,16,45,2014,False
58582,failed,18,30,2016,False
58583,successful,35,21,2014,True
58585,failed,3,29,2015,False
58586,successful,12,31,2010,True
58588,failed,0,15,2014,False
58589,successful,5,27,2018,False
58590,successful,29,18,2020,False
58593,successful,146,29,2015,True
58594,successful,118,16,2019,False
58595,successful,7,60,2013,False
58596,failed,65,60,2018,False
58597,successful,114,12,2020,True
58598,successful,31,30,2019,False
58599,failed,11,30,2014,False
58600,successful,9,30,2014,False
58601,failed,0,14,2019,False
58602,successful,145,30,2016,False
58603,failed,1219,30,2020,False
58604,failed,6,30,2015,False
58605,failed,5,24,2020,False
58606,successful,1,20,2019,False
58607,failed,0,60,2017,False
58608,successful,32,30,2013,True
58609,successful,11,30,2012,False
58610,successful,6,30,2015,False
58611,successful,5,30,2020,True
58612,successful,5,30,2020,False
58613,successful,27,22,2016,True
58614,failed,11,16,2014,False
58615,successful,4,32,2017,False
58616,successful,1,30,2015,False
58617,successful,6,12,2015,False
58618,failed,2,58,2015,False
58619,successful,22,25,2020,False
58620,successful,49,31,2017,False
58621,successful,4,29,2019,False
58622,successful,5,30,2020,False
58624,failed,32,45,2011,False
58625,failed,14,33,2019,False
58626,failed,19,30,2016,False
58627,successful,9,60,2010,False
58628,failed,12,30,2015,False
58629,failed,76,30,2020,False
58630,successful,0,30,2017,False
58631,failed,4,30,2016,False
58633,successful,5,20,2020,False
58634,successful,35,30,2020,False
58635,successful,14,30,2018,False
58636,successful,3,14,2018,False
58637,failed,6,60,2019,False
58638,failed,0,29,2016,False
58639,successful,38,25,2016,False
58640,successful,1,49,2017,True
58641,failed,0,60,2015,False
58642,failed,31,30,2014,False
58643,successful,11,14,2018,False
58644,successful,2,30,2019,False
58645,successful,7,15,2020,True
58646,successful,1,30,2017,False
58647,successful,6,89,2009,False
58648,successful,3,30,2018,False
58649,failed,132,59,2014,False
58650,successful,1154,32,2018,False
58651,successful,3,22,2017,False
58653,failed,522,30,2016,False
58654,failed,10,30,2017,False
58655,successful,30,30,2016,True
58656,failed,0,30,2015,False
58657,failed,9,30,2020,False
58658,successful,3,21,2014,True
58659,successful,6,30,2019,False
58660,failed,0,30,2016,False
58663,successful,13,12,2012,False
58665,successful,3,30,2015,False
58666,successful,1,30,2015,False
58667,failed,63,30,2014,False
58668,successful,0,5,2016,False
58669,successful,29,29,2015,False
58670,failed,0,36,2016,False
58671,failed,10,30,2015,False
58672,failed,4,32,2018,False
58673,successful,0,30,2018,False
58674,successful,8,26,2020,False
58675,failed,16,30,2014,False
58676,failed,57,37,2015,False
58677,successful,19,35,2010,True
58678,failed,4,36,2016,False
58679,successful,0,30,2016,False
58680,failed,3,30,2015,False
58681,failed,1035,45,2017,False
58682,failed,23,30,2014,False
58683,successful,20,28,2014,False
58684,successful,34,78,2010,False
58685,failed,1,58,2018,False
58687,failed,0,10,2014,False
58688,failed,37,30,2020,False
58689,failed,45,60,2015,False
58690,successful,2,30,2018,False
58691,successful,7,33,2019,False
58692,failed,0,60,2019,False
58693,successful,8,28,2019,False
58694,failed,50,30,2017,False
58695,successful,7,30,2015,False
58696,failed,5,30,2015,False
58697,failed,1,30,2014,False
58698,failed,0,44,2017,False
58699,successful,70,22,2018,False
58700,successful,15,45,2016,False
58703,failed,24,30,2015,False
58705,failed,9,59,2020,False
58706,failed,83,30,2017,False
58707,successful,1,39,2013,False
58708,failed,12,30,2015,False
58709,failed,9,20,2013,False
58710,successful,0,30,2015,False
58711,successful,15,30,2018,False
58712,failed,6,23,2017,False
58713,successful,8,30,2015,False
58714,successful,2,30,2019,False
58715,successful,17,31,2014,True
58716,successful,19,40,2017,True
58717,successful,6,30,2020,False
58718,failed,2,11,2015,False
58719,failed,3,39,2012,False
58720,successful,15,37,2017,True
58721,successful,94,30,2018,False
58722,successful,20,21,2020,False
58723,successful,45,28,2020,False
58724,successful,8,17,2017,True
58726,successful,14,30,2013,False
58727,failed,0,15,2014,False
58728,failed,95,46,2019,False
58729,successful,51,23,2020,False
58730,failed,1,40,2016,False
58731,failed,29,31,2014,False
58732,failed,22,9,2015,False
58733,failed,7,30,2016,False
58734,failed,10,20,2017,False
58735,failed,0,60,2015,False
58736,successful,28,30,2017,False
58738,failed,0,59,2015,False
58739,failed,5,9,2013,False
58740,failed,3,53,2010,False
58741,successful,37,30,2015,False
58742,successful,11,23,2015,False
58743,successful,10,24,2014,False
58744,failed,2,60,2016,False
58745,failed,2,30,2015,False
58746,failed,0,30,2018,False
58747,failed,103,45,2017,False
58748,failed,3,48,2015,False
58749,successful,10,30,2012,False
58750,successful,39,45,2017,False
58751,successful,31,28,2016,False
58752,successful,307,30,2016,False
58753,failed,14,30,2017,False
58754,failed,6,30,2019,False
58755,failed,2,30,2011,False
58756,failed,4,28,2019,False
58757,failed,0,15,2017,False
58758,failed,56,30,2012,False
58759,successful,732,35,2016,False
58761,failed,4,31,2015,False
58762,failed,2,29,2015,False
58764,failed,2,44,2017,False
58765,failed,4,10,2013,False
58766,failed,2,50,2015,False
58767,failed,248,30,2015,False
58768,failed,8,32,2018,False
58769,failed,17,15,2020,False
58770,failed,4,30,2013,False
58771,successful,0,28,2017,False
58772,successful,20,20,2018,True
58773,failed,0,41,2010,False
58774,failed,2,24,2015,False
58775,failed,0,53,2011,False
58776,successful,22,29,2019,False
58777,successful,1,15,2018,False
58778,successful,18,30,2016,True
58779,successful,11,38,2015,True
58780,failed,0,30,2015,False
58782,successful,3,21,2015,False
58783,failed,0,33,2017,False
58784,failed,8,59,2015,False
58786,failed,3,60,2020,False
58787,successful,4,60,2020,False
58788,failed,5,45,2016,False
58789,successful,445,59,2020,False
58790,failed,1,44,2017,False
58791,successful,11,35,2018,False
58792,successful,12,22,2015,False
58794,failed,9,20,2015,False
58795,successful,31,30,2018,False
58796,failed,36,36,2018,False
58797,failed,3,49,2018,False
58798,successful,13,29,2015,False
58799,successful,0,59,2015,False
58800,failed,29,36,2020,False
58801,successful,37,60,2020,False
58803,successful,18,23,2020,False
58804,successful,29,33,2016,False
58805,successful,111,35,2019,False
58806,failed,10,30,2019,False
58807,failed,20,35,2018,False
58808,successful,0,30,2018,False
58809,successful,2,32,2018,False
58810,successful,3,29,2014,False
58811,failed,1,45,2016,False
58812,failed,229,30,2015,False
58813,successful,3,25,2018,False
58814,failed,3,35,2017,False
58815,failed,232,19,2016,False
58816,successful,23,29,2017,False
58818,successful,131,30,2019,True
58819,failed,4,30,2016,False
58820,successful,47,32,2016,False
58821,successful,1,23,2017,False
58822,successful,11,30,2020,False
58823,successful,58,40,2015,False
58824,successful,1,29,2013,True
58825,failed,9,60,2020,False
58826,successful,94,40,2020,False
58827,successful,7,29,2020,False
58828,successful,0,59,2017,False
58829,successful,261,40,2020,False
58830,successful,3,18,2019,False
58831,successful,35,14,2018,False
58832,successful,14,29,2017,False
58833,failed,79,29,2015,False
58834,successful,20,43,2019,False
58835,successful,37,17,2016,False
58836,successful,2,40,2012,False
58837,successful,133,59,2017,False
58838,successful,44,15,2019,False
58839,failed,154,45,2015,False
58840,successful,212,30,2019,False
58841,successful,0,29,2009,False
58842,successful,65,30,2020,False
58843,successful,21,18,2017,False
58844,successful,13,17,2018,False
58845,successful,63,34,2020,False
58846,successful,0,40,2012,False
58847,failed,3,30,2020,False
58848,failed,0,30,2014,False
58849,successful,3,25,2018,False
58850,failed,2,60,2018,False
58851,successful,25,30,2015,False
58852,successful,0,30,2016,False
58853,failed,0,30,2014,False
58854,successful,42,20,2020,False
58857,successful,57,28,2016,True
58858,successful,28,30,2019,False
58859,failed,60,30,2018,False
58860,successful,13,59,2020,True
58861,successful,34,30,2020,False
58862,successful,31,50,2019,False
58863,failed,6,60,2014,False
58864,failed,14,21,2019,False
58865,successful,42,40,2019,False
58866,failed,170,60,2019,False
58867,successful,41,30,2020,False
58868,successful,13,59,2015,False
58869,successful,38,30,2016,False
58870,successful,4,30,2013,False
58871,failed,12,30,2019,False
58872,successful,63,31,2014,True
58873,successful,2,21,2017,False
58874,successful,12,17,2019,True
58875,failed,11,30,2016,False
58879,failed,33,60,2017,True
58880,failed,3,55,2015,False
58881,successful,1727,30,2015,False
58882,failed,0,29,2018,False
58883,failed,86,30,2017,False
58884,successful,35,30,2018,False
58885,failed,5,30,2017,False
58886,successful,82,32,2015,False
58887,failed,0,29,2016,False
58888,successful,15,35,2019,False
58889,failed,2,29,2018,False
58890,failed,1,59,2015,False
58892,successful,17,31,2018,False
58893,failed,18,32,2015,False
58894,successful,24,30,2020,False
58895,successful,28,30,2016,False
58896,successful,23,30,2016,False
58897,successful,6,29,2015,True
58898,failed,2,30,2017,False
58899,successful,41,30,2013,True
58900,failed,118,30,2015,False
58901,successful,33,20,2020,False
58902,failed,27,30,2014,False
58903,successful,5,30,2014,True
58904,failed,22,30,2013,False
58905,successful,1,31,2018,False
58906,successful,14,28,2016,False
58907,failed,5,20,2014,False
58908,failed,1,29,2015,False
58910,successful,1,15,2020,False
58911,failed,0,30,2016,False
58913,successful,59,30,2015,False
58914,failed,0,30,2016,False
58915,successful,18,29,2018,True
58916,successful,87,30,2015,False
58917,failed,36,30,2016,False
58918,failed,2,20,2014,True
58919,failed,55,30,2019,False
58920,successful,169,30,2015,False
58921,failed,2,30,2016,False
58922,failed,0,20,2016,False
58923,failed,1,30,2015,False
58924,failed,0,60,2016,False
58925,failed,40,30,2014,False
58926,failed,183,45,2013,False
58928,failed,3,16,2019,False
58929,successful,0,30,2015,False
58930,failed,0,59,2016,False
58931,successful,12,30,2017,True
58932,successful,11,30,2016,False
58933,successful,15,30,2015,False
58934,failed,0,59,2015,False
58935,failed,22,30,2017,False
58936,failed,6,21,2020,False
58937,failed,4,30,2017,False
58938,successful,4,27,2013,False
58939,failed,0,30,2016,False
58940,successful,219,29,2016,False
58941,successful,9,20,2020,False
58942,failed,2,29,2015,False
58943,failed,0,30,2016,False
58944,successful,87,25,2014,True
58945,successful,8,30,2012,False
58946,successful,2,40,2014,False
58947,failed,0,29,2019,False
58948,successful,20,30,2016,False
58949,successful,30,35,2014,False
58950,failed,5,30,2017,False
58951,failed,9,50,2019,False
58952,failed,4,30,2015,False
58953,successful,27,3,2020,False
58954,failed,7,30,2019,False
58955,successful,7,30,2018,False
58956,successful,1,30,2016,False
58957,successful,4,30,2020,False
58958,successful,224,30,2019,True
58959,failed,83,35,2013,False
58960,failed,0,38,2019,False
58961,successful,18,40,2020,True
58962,failed,30,32,2015,False
58963,failed,54,60,2018,False
58964,failed,1,30,2014,False
58966,failed,2,30,2015,False
58967,successful,4,3,2020,False
58968,failed,0,14,2016,False
58969,successful,0,22,2015,False
58970,failed,2,28,2017,False
58971,successful,108,60,2014,False
58972,successful,8,29,2017,False
58973,failed,0,15,2019,False
58974,failed,2,30,2014,False
58975,failed,0,30,2015,False
58976,successful,16,30,2014,False
58978,failed,40,42,2015,False
58979,failed,0,59,2020,False
58980,failed,16,29,2019,False
58981,successful,1,60,2019,False
58982,failed,1,27,2015,False
58983,successful,11,35,2013,False
58984,failed,52,30,2016,False
58985,failed,7,30,2016,False
58988,successful,41,30,2015,False
58989,successful,5,30,2017,False
58990,failed,13,45,2016,False
58991,successful,20,31,2015,True
58992,successful,14,22,2014,False
58993,failed,1,46,2020,False
58994,successful,2,21,2020,False
58995,successful,15,30,2019,False
58997,failed,12,35,2015,False
58998,failed,4,30,2020,False
58999,failed,2,29,2020,False
59000,successful,2,59,2020,False
59001,successful,0,10,2015,False
59002,successful,7,60,2018,False
59003,failed,0,29,2018,False
59004,failed,29,19,2017,False
59005,failed,2,30,2019,False
59006,failed,3,60,2013,False
59007,successful,84,30,2018,False
59008,successful,5,45,2013,False
59009,successful,7,30,2013,False
59010,failed,4,30,2017,False
59011,failed,3,30,2016,False
59012,successful,355,50,2014,True
59013,failed,12,29,2015,False
59014,failed,187,7,2015,False
59015,failed,70,30,2017,False
59016,successful,27,21,2014,True
59017,successful,119,29,2018,True
59018,successful,92,35,2015,False
59019,failed,0,13,2016,False
59020,successful,4,20,2013,False
59022,successful,3,25,2014,False
59023,failed,83,30,2016,False
59024,successful,82,33,2017,False
59025,failed,70,30,2016,False
59026,successful,19,30,2020,False
59027,successful,30,40,2019,False
59028,failed,329,29,2019,False
59029,successful,72,30,2020,False
59030,failed,7,30,2014,False
59031,failed,0,60,2019,False
59032,failed,0,30,2015,False
59033,successful,8,7,2015,False
59034,successful,6,34,2015,False
59035,failed,8,9,2019,False
59036,successful,0,23,2014,False
59037,successful,1,59,2020,False
59038,failed,170,30,2016,False
59040,failed,2,40,2018,False
59041,successful,11,22,2016,False
59042,successful,32,30,2020,False
59043,failed,0,30,2015,False
59044,successful,1027,30,2017,False
59045,failed,281,28,2018,False
59047,failed,648,45,2020,False
59048,failed,14,30,2015,False
59049,failed,12,30,2019,False
59050,failed,0,14,2015,False
59051,failed,5,30,2016,False
59052,successful,16,30,2018,False
59053,successful,146,31,2016,True
59054,successful,23,35,2018,False
59055,failed,11,15,2019,False
59056,failed,4,30,2014,False
59057,failed,5,22,2013,True
59058,successful,9,9,2020,False
59059,successful,75,34,2017,False
59060,successful,38,30,2014,False
59061,successful,137,24,2017,False
59062,failed,9,30,2014,False
59063,successful,32,24,2020,False
59064,successful,72,30,2017,True
59065,successful,4,26,2017,False
59066,failed,1,30,2015,False
59067,failed,357,30,2014,False
59068,failed,14,30,2018,False
59069,successful,57,30,2013,False
59070,failed,0,19,2019,False
59071,successful,21,20,2020,False
59072,failed,529,29,2017,False
59073,failed,9,42,2019,False
59075,successful,37,40,2016,False
59076,failed,18,30,2015,False
59078,successful,0,30,2016,True
59079,successful,34,60,2018,True
59080,successful,99,25,2018,False
59081,successful,13,19,2013,False
59082,successful,20,25,2020,False
59083,failed,3,30,2019,False
59084,failed,14,30,2014,False
59085,failed,6,30,2016,False
59086,failed,13,36,2017,False
59088,successful,15,30,2017,False
59089,successful,0,21,2014,False
59090,failed,8,33,2018,True
59091,successful,2,30,2017,False
59092,failed,173,15,2017,False
59094,successful,25,34,2018,True
59095,successful,80,30,2017,True
59096,failed,0,36,2015,False
59097,successful,22,30,2016,False
59098,successful,12,60,2016,False
59099,successful,42,20,2015,False
59100,successful,29,32,2016,True
59102,successful,3,22,2013,False
59103,successful,39,30,2014,False
59104,failed,8,30,2018,False
59105,successful,67,30,2014,False
59106,successful,71,30,2019,False
59107,successful,39,30,2019,False
59108,successful,4,25,2016,True
59110,failed,12,60,2018,False
59111,failed,5,29,2015,False
59112,successful,450,30,2015,False
59113,failed,147,25,2017,False
59114,failed,51,30,2015,False
59115,successful,0,18,2015,False
59118,successful,1,5,2016,False
59119,failed,35,33,2014,False
59120,failed,41,59,2019,False
59121,failed,1,30,2015,False
59123,successful,104,30,2015,False
59124,successful,0,30,2016,False
59126,successful,0,30,2020,True
59127,successful,3,30,2014,True
59128,successful,6,43,2013,False
59129,successful,2,37,2015,False
59130,failed,7,30,2014,False
59131,failed,588,30,2018,False
59132,successful,1,14,2019,False
59133,successful,23,30,2019,True
59134,successful,22,31,2019,True
59135,successful,157,39,2016,True
59136,successful,3,21,2016,False
59137,successful,96,23,2013,False
59138,failed,0,30,2016,False
59139,successful,16,30,2019,True
59140,successful,6,59,2020,False
59141,failed,747,59,2015,False
59143,failed,1,30,2015,False
59144,successful,25,15,2013,False
59145,failed,13,29,2019,False
59146,failed,25,18,2016,False
59147,successful,13,30,2016,False
59148,successful,258,28,2016,True
59150,failed,0,30,2018,False
59151,failed,2,21,2015,False
59152,successful,4,21,2020,False
59153,successful,5,30,2014,False
59154,failed,2,44,2017,False
59155,successful,12,30,2020,False
59156,successful,66,30,2014,True
59157,failed,25,14,2016,False
59158,failed,132,45,2016,False
59159,failed,14,30,2016,False
59160,successful,10,27,2014,False
59161,failed,1,30,2016,False
59162,failed,2,30,2015,False
59163,failed,27,30,2013,False
59165,successful,147,31,2015,False
59166,successful,3,29,2018,False
59167,successful,0,11,2015,False
59168,failed,35,30,2019,False
59169,failed,2,30,2014,False
59170,failed,568,43,2019,False
59171,successful,1,14,2020,False
59172,failed,11,30,2019,False
59173,successful,58,30,2019,False
59174,failed,15,30,2015,False
59175,successful,8,30,2016,False
59176,failed,102,60,2017,False
59177,failed,15,30,2016,False
59179,failed,5,60,2015,False
59180,successful,126,34,2017,False
59181,failed,10,50,2018,False
59182,successful,11,32,2015,False
59183,successful,0,29,2019,False
59184,successful,90,44,2012,False
59185,successful,11,34,2020,False
59186,failed,3,20,2017,False
59187,successful,17,12,2020,False
59189,successful,28,30,2014,False
59190,failed,8,53,2018,False
59191,successful,1,28,2014,True
59192,failed,8,30,2017,False
59193,failed,3,30,2016,False
59194,failed,53,30,2018,False
59195,failed,54,30,2016,False
59196,failed,22,30,2015,False
59197,failed,35,13,2018,False
59198,successful,40,30,2019,False
59199,failed,22,30,2018,False
59200,failed,43,22,2014,False
59201,failed,174,66,2020,False
59202,successful,28,28,2019,False
59203,failed,10,30,2015,False
59204,successful,10,7,2020,False
59208,failed,4,45,2014,False
59209,successful,9,30,2017,False
59210,successful,16,30,2017,True
59211,failed,0,30,2018,False
59212,successful,2,22,2014,True
59213,successful,107,40,2018,False
59215,successful,3,52,2014,False
59216,successful,12,27,2020,False
59217,failed,3,45,2017,False
59218,failed,0,59,2020,False
59219,successful,7,35,2020,False
59221,successful,1,13,2014,False
59222,failed,0,30,2014,False
59223,successful,18,31,2017,False
59224,failed,1,13,2014,False
59225,successful,115,30,2014,False
59226,failed,12,60,2015,False
59227,successful,25,30,2015,False
59229,successful,181,30,2020,False
59230,failed,6,51,2016,False
59231,failed,3,45,2019,False
59232,successful,21,30,2013,False
59233,failed,0,30,2014,False
59234,successful,9,38,2012,False
59235,successful,4,30,2018,False
59237,successful,107,30,2016,False
59238,successful,2,30,2015,True
59239,failed,3,14,2014,False
59240,successful,4,9,2020,False
59241,failed,1,10,2016,False
59243,failed,0,14,2016,False
59244,failed,3,26,2017,False
59245,failed,1,30,2014,False
59246,failed,0,30,2017,False
59247,failed,7,30,2014,False
59248,successful,3,45,2013,False
59249,failed,5,30,2016,False
59250,successful,8,30,2019,False
59251,successful,0,30,2017,False
59253,successful,245,30,2012,False
59254,failed,5,30,2015,False
59255,successful,76,30,2016,False
59257,failed,13,36,2014,False
59258,failed,0,30,2016,False
59259,failed,0,29,2015,False
59260,failed,41,30,2015,False
59261,successful,2,29,2016,False
59262,failed,3,30,2015,False
59263,successful,136,40,2016,True
59264,successful,6,34,2014,False
59266,failed,8,30,2018,False
59267,failed,5,45,2014,False
59268,successful,20,60,2017,False
59269,successful,16,30,2014,False
59270,successful,3,30,2017,False
59271,failed,49,35,2015,False
59272,successful,0,30,2020,False
59273,successful,106,30,2020,True
59274,successful,30,30,2013,False
59275,failed,8,28,2016,False
59276,successful,16,30,2016,False
59277,successful,3,10,2016,False
59278,successful,25,45,2018,False
59279,failed,0,40,2017,False
59280,failed,5,29,2015,False
59281,failed,5,60,2014,False
59283,failed,0,30,2015,False
59284,successful,24,18,2019,False
59285,successful,25,30,2014,False
59286,successful,4,28,2014,False
59287,failed,390,30,2015,False
59288,successful,13,30,2017,False
59289,failed,5,30,2014,False
59290,successful,2,12,2020,False
59291,successful,310,31,2017,False
59292,successful,4,39,2017,False
59293,successful,106,30,2015,False
59294,failed,0,15,2014,False
59296,successful,2,30,2015,False
59297,successful,4,27,2020,True
59298,failed,137,47,2016,False
59299,successful,1,30,2018,True
59300,successful,0,12,2020,False
59301,successful,5,22,2017,True
59302,successful,14,21,2019,False
59303,failed,90,33,2018,False
59304,failed,21,29,2016,False
59305,failed,22,30,2019,False
59306,failed,57,30,2015,False
59307,failed,4,10,2015,False
59309,failed,1,30,2017,False
59310,failed,7,30,2015,False
59311,successful,139,27,2012,False
59313,failed,12,28,2014,True
59314,failed,1,40,2015,False
59315,failed,1,60,2014,False
59316,successful,35,30,2017,False
59317,successful,1593,37,2017,False
59318,failed,9,30,2018,False
59319,failed,8,34,2016,False
59320,failed,2,60,2018,False
59321,successful,2,30,2015,False
59322,successful,8,30,2014,False
59323,failed,9,60,2019,False
59324,successful,0,14,2015,False
59325,successful,1,60,2016,False
59326,successful,3,30,2020,False
59327,successful,1,30,2014,True
59328,failed,0,15,2017,False
59329,failed,895,19,2015,False
59330,successful,55,23,2015,False
59331,successful,5,30,2012,False
59332,successful,5,33,2019,False
59333,successful,2,14,2017,False
59334,successful,18,18,2020,False
59335,successful,11,30,2020,False
59336,failed,11,40,2019,False
59337,successful,12,30,2018,False
59338,successful,0,30,2017,False
59339,failed,20,30,2017,False
59340,successful,10,10,2014,False
59341,successful,9,11,2016,False
59342,failed,4,17,2014,False
59343,successful,21,60,2018,False
59344,successful,6,30,2016,False
59345,successful,3,30,2014,False
59346,successful,0,21,2015,False
59347,successful,59,30,2012,False
59349,successful,1,20,2018,False
59350,successful,5,60,2018,True
59351,failed,1,30,2016,False
59353,failed,12,21,2017,False
59354,successful,1,84,2013,False
59356,failed,37,30,2014,False
59358,failed,27,59,2016,False
59359,failed,3,30,2016,False
59360,successful,0,60,2016,False
59361,failed,21,30,2017,False
59362,failed,1,14,2015,False
59364,successful,2,30,2015,False
59365,successful,79,20,2020,False
59366,successful,33,28,2020,False
59367,successful,415,45,2015,True
59368,failed,84,30,2018,False
59369,failed,0,30,2014,False
59370,successful,47,16,2015,False
59371,failed,1,30,2016,False
59372,successful,11,5,2016,False
59373,successful,2,30,2015,False
59374,successful,0,30,2017,False
59376,successful,19,30,2019,False
59377,failed,1,60,2017,False
59378,successful,39,25,2013,False
59379,successful,13,29,2020,False
59380,successful,0,29,2016,False
59381,successful,35,29,2017,True
59382,successful,12,47,2020,False
59383,failed,27,44,2015,False
59384,successful,10,25,2014,False
59385,failed,97,30,2014,False
59386,failed,3,30,2014,False
59387,successful,62,60,2020,False
59388,successful,77,25,2019,False
59389,successful,136,32,2019,True
59390,successful,60,20,2014,False
59391,successful,68,34,2020,False
59392,failed,0,30,2017,False
59393,successful,6,30,2020,False
